,Python/is_empty1,Python/is_empty2,C++/is_empty,C++/old_is_empty,/result,aut/states,aut/edges,aut/sccs,aut/ntsccs,aut/nrsccs,aut/nrstates,aut/sets,aut/acc,/bench
4,2.7022897399729118,2.071019299910404,0.5431245099753141,1.715687700198032,TTTT,1229,4916,253,53,36,999,28,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)),Streett
5,2.4158071202691644,1.1833373998524621,0.43679603398777544,1.6340128998854198,TTTT,1042,4168,210,66,12,844,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
6,1.9589129398809746,1.2240332600777037,0.3587892269715667,1.2633204349549487,TTTT,1196,4784,280,55,18,934,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
7,5.601164899999276,3.694147929782048,1.1978610951337032,2.519250750192441,TTTT,2570,10280,686,261,150,2034,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
8,3.094170219847001,1.8845568899996579,0.6769085980486125,1.9651402899762616,TTTT,2223,8892,743,173,79,1273,26,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)),Streett
9,2.45955758029595,2.3398741299752146,0.8275867239572108,3.8450045097852126,TTTT,2789,11156,490,40,35,2334,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
10,4.6516801591496915,2.889891399536282,0.8363396180793643,1.5116707549896091,TTTT,1324,5296,92,50,32,1264,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
11,2.301951010012999,0.7900724960491061,0.4056429760530591,1.8099233249085955,TTTT,1211,4844,124,26,6,1083,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
12,1.7901194997830316,1.0933055900386535,0.3112259909976274,1.0658058751141652,TTTT,1152,4608,471,108,41,699,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
13,4.04080986045301,3.883172220084816,1.0197902849176899,3.214120109914802,TTTT,3979,15916,1745,102,101,2335,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
14,9.682891300180927,9.192186800064519,2.075354140251875,3.859381809597835,TTTT,3890,15560,1642,309,307,2555,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
15,2.003228734829463,1.0061058049905114,0.3475862430059351,1.2479787098709494,TTTT,1283,5132,534,118,43,663,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
16,3.752423290279694,2.7502720698248595,0.6871246719965711,1.3741379699786194,TTTT,1306,5224,306,99,73,1073,14,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)),Streett
17,2.1115174901206046,1.268393580103293,0.458344665938057,1.5052089048549533,TTTT,1522,6088,373,106,49,1126,18,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)),Streett
18,28.826367302099243,27.815597102744505,10.01821655081585,21.142086695181206,TTTT,13657,54628,3425,339,339,10571,32,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)) & (Fin(30) | Inf(31)),Streett
19,6.202348759397864,3.6612912197597325,1.500568320043385,11.509336100425571,TTTT,7150,28600,1901,264,55,3881,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
20,1.8202058898168616,1.3699690799694508,0.3863703249953687,1.0554471649811603,TTTT,1118,4472,358,80,57,778,18,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)),Streett
21,3.4339750598883256,2.9110396199394017,0.7163423959864303,4.24968741950579,TTTT,1653,6612,17,2,2,1638,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
22,17.610827650059946,12.00399674999062,4.819174900185317,12.581387851969339,TTTT,13787,55148,2545,666,353,11175,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
23,12.558792150230147,3.421767479740083,1.9677206699270755,11.734959998284467,TTTT,8869,35476,2071,478,6,6350,28,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)),Streett
24,4.57783737918362,2.4979622894898057,1.1416908749379218,4.428042920771986,TTTT,1977,7908,279,79,23,1721,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
25,0.6249004000565037,0.3702847479726188,0.2753907289588824,2.143624030286446,TTTT,1059,4236,43,10,4,1006,32,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)) & (Fin(30) | Inf(31)),Streett
26,1.321169915026985,0.6532105000223964,0.2747587210033089,1.0418496950296685,TTTT,1049,4196,346,67,17,633,26,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)),Streett
27,2.048502780380659,1.28311250009574,0.4179385380120948,1.4520213002106175,TTTT,1800,7200,502,105,52,1334,14,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)),Streett
28,5.3176825400441885,2.817922190297395,0.8088696639752015,1.868852115003392,TTTT,2535,10140,1191,449,146,1357,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
29,2.370458749937825,1.5633675150456838,0.49933931801933795,1.557857379957568,TTTT,1188,4752,215,65,30,997,26,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)),Streett
30,0.8503701880108565,0.6135422899387777,0.1542163375124801,0.7978189559653401,TTTT,1060,4240,588,57,27,412,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
31,4.136451840167865,2.616010229685344,0.7608235279330984,2.8687069402076304,TTTT,3113,12452,1904,286,81,1289,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
32,18.012303099385463,9.964984520338476,4.446877300506458,16.237239699694328,TTTT,9934,39736,1875,498,104,7523,26,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)),Streett
33,40.86608620127663,20.77797669917345,9.11928314017132,17.49359245004598,TTTT,10737,42948,915,692,289,9863,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
34,1.30733505502576,0.9748444249271415,0.49969728803262115,2.141662259818986,TTTT,1612,6448,46,7,6,1569,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
35,1.158472535025794,0.8055176859488711,0.38258516299538314,1.481399845215492,TTTT,1367,5468,249,28,18,1128,30,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)) & (Fin(24) | Inf(25)) & (Fin(26) | Inf(27)) & (Fin(28) | Inf(29)),Streett
36,3.0354297696612775,1.4731258049141616,0.7100813179276884,2.7217380196088925,TTTT,2283,9132,389,78,38,1932,18,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)),Streett
37,48.79560580011457,20.64454709761776,11.089314299169928,51.031076395884156,TTTT,40403,161612,4228,1603,260,33892,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
38,2.1094195696059614,1.0624348299461417,0.3282797710271552,1.3814533851109445,TTTT,1173,4692,382,83,21,812,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
39,5.026443519163877,4.173716399818659,1.4412344948505051,9.890222048852593,TTTT,6798,27192,1447,97,16,5024,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
40,704.7644529957324,642.8277309751138,507.6065949979238,467.09840500261635,TTTT,313876,1255504,25268,8618,4938,289866,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
41,1.691742839757353,0.8939965439494699,0.3961742040119134,1.821178520040121,TTTT,1749,6996,448,81,24,1150,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
42,3.1142826803261414,2.018965969909914,0.6013172439998016,1.793249434849713,TTTT,1538,6152,480,121,54,1052,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
43,6.942014099331573,5.35207960056141,1.7501066048862413,3.448688560165465,TTTT,2228,8912,124,72,52,2136,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
44,3.009091240237467,1.8543220098945312,0.6120130959898233,3.1508697400568053,TTTT,1674,6696,159,25,12,1520,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
45,4.100080399075523,2.9579078196547925,0.7444195459829643,1.5016670650220476,TTTT,1134,4536,226,79,44,945,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
46,1.4591220050351694,1.1197499051922932,0.36758355802157894,1.630170474818442,TTTT,1450,5800,352,58,31,1128,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
47,4.10460198065266,3.4854130604071543,1.1457665701163933,4.021576759405434,TTTT,2599,10396,502,74,51,2148,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
48,6.381358560174704,4.562192739685997,2.2307479300070554,10.373646250809543,TTTT,4489,17956,67,9,5,4423,22,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)),Streett
49,2.744438019581139,1.7441358050564304,0.6633936619618908,1.4248934297938831,TTTT,1685,6740,625,154,70,1110,24,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)) & (Fin(20) | Inf(21)) & (Fin(22) | Inf(23)),Streett
50,0.017621277648140678,0.0036064423399511723,0.0010320129251340405,0.11396929799229838,FFFF,95,380,5,1,1,91,6,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)),Streett
51,0.015423472051043063,0.003580566260498017,0.0010017236150451935,0.07604230820434169,FFFF,78,312,41,20,9,43,12,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)),Streett
52,0.005061811200575903,0.00308387044002302,0.0009438599339919165,0.002139918839675374,FFFF,1,4,1,1,1,1,0,t,Streett
53,0.009024173739599064,0.003294992430019192,0.0008252113199559972,0.04463992060627788,FFFF,36,144,15,4,4,25,4,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)),Streett
54,0.010433072550222277,0.003246189060155302,0.0007536887280875817,0.034051221399568024,FFFF,27,108,2,1,1,26,6,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)),Streett
55,0.05184156959876418,0.0037829859199700875,0.0011334779701428488,0.6842940500937402,FFFF,562,2248,115,42,28,475,14,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)),Streett
56,0.1824841175111942,0.005503276960225776,0.002721697250381112,1.1155993500142358,FFFF,1145,4580,269,55,53,929,20,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)) & (Fin(16) | Inf(17)) & (Fin(18) | Inf(19)),Streett
57,0.05228550920728594,0.003775223619886674,0.001091218004876282,0.34545292099937797,FFFF,478,1912,201,73,47,324,12,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)),Streett
58,0.007016972640994937,0.0034926984598860145,0.0009716284840833396,0.018279695449746215,FFFF,19,76,12,7,7,14,6,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)),Streett
59,0.07749043160583824,0.0038624007598264142,0.0012128561397548765,0.4970288540935144,FFFF,465,1860,172,14,10,303,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
60,0.014910520700505003,0.0032582617201842366,0.0007833305499516428,0.07264796720119193,FFFF,55,220,5,4,3,53,8,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)),Streett
61,0.10541461349930614,0.00374753023032099,0.001099259884795174,0.5609651019331068,FFFF,461,1844,72,22,22,411,10,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)),Streett
62,0.008715030499733984,0.0033397742098895834,0.0008514058080036193,0.026345013501122595,FFFF,24,96,10,6,4,17,4,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)),Streett
63,0.005042437299853191,0.0030488554696785288,0.0009407296940917149,0.0021328521001851186,FFFF,1,4,1,1,1,1,0,t,Streett
64,0.13925518401083536,0.004203783720731736,0.0014763004350243137,1.1193485249532387,FFFF,1133,4532,353,94,92,872,14,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)),Streett
65,0.01342906755162403,0.0037376622698502616,0.0010903735700412654,0.09315531679894776,FFFF,114,456,52,18,11,71,16,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)) & (Fin(12) | Inf(13)) & (Fin(14) | Inf(15)),Streett
66,0.1338567074853927,0.0042636811209376905,0.0015648433950264007,0.8843070060247555,FFFF,926,3704,204,99,98,820,12,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)) & (Fin(8) | Inf(9)) & (Fin(10) | Inf(11)),Streett
67,0.1259240235085599,0.007578687740024179,0.004907336439937353,0.1476244060031604,FFFF,188,752,50,15,12,145,8,(Fin(0) | Inf(1)) & (Fin(2) | Inf(3)) & (Fin(4) | Inf(5)) & (Fin(6) | Inf(7)),Streett
